Sr No.,Utterance,miss,actual,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime
887,For what?,True,neutral,Monica,neutral,neutral,96,1,1,6,"0:12:14,198","0:12:15,088"
888,Whaddya think? Today's the big day!,False,,Joey,joy,positive,96,2,1,6,"00:12:15,276","00:12:17,277"
889,"Oh my God. Okay, go into the bathroom, use whatever you want, just don't ever tell me what you did in there.",True,disgust,Monica,disgust,negative,96,3,1,6,"00:12:17,820","00:12:23,575"
890,Thank you!,False,,Joey,joy,positive,96,4,1,6,"00:12:24,034","00:12:25,076"
891,Where's Joey? His mom's on the phone.,False,,Chandler,neutral,neutral,96,5,1,6,"0:12:28,038","0:12:30,040"
892,He's in the bathroom. I don't think you wanna go in there!,True,anger,Monica,anger,negative,96,6,1,6,"0:12:30,040","0:12:30,182"
893,"C'mon, we're roommates!  My eyes!! My eyes!!",True,disgust,Chandler,disgust,negative,96,7,1,6,"00:12:30,332","00:12:38,006"
894,I warned you...,True,neutral,Monica,neutral,neutral,96,8,1,6,"00:12:40,551","00:12:42,051"
895,Who is being loud?,True,anger,Rachel,anger,negative,96,9,1,6,"00:12:42,303","00:12:44,095"
896,"Oh, that would be Monica.",False,,Chandler,neutral,neutral,96,10,1,6,"00:12:44,305","00:12:46,306"
897,"Hey, listen, I wanna borrow a coupla things, Aurora spent the night, I really wanna make her breakfast.",False,,Chandler,neutral,neutral,96,11,1,6,"00:12:46,849","00:12:49,642"
898,"Oh, you got the whole night, huh?",True,surprise,Monica,surprise,positive,96,12,1,6,"00:12:49,894","00:12:51,644"
899,"Yeah, well, I only have twenty minutes until Ethan, so, y'know..",False,,Chandler,neutral,neutral,96,13,1,6,"00:12:51,896","00:12:55,190"
900,"Ooh, do I sense a little bit of resentment?",True,surprise,Rachel,surprise,negative,96,14,1,6,"00:12:55,441","00:12:57,328"
901,"No, no resentment, believe me, it's worth it.",False,,Chandler,neutral,neutral,96,15,1,6,"00:12:57,610","00:13:03,031"
902,'Kay?,False,,Chandler,neutral,neutral,96,16,1,6,"00:13:02,000","00:13:03,031"
903,Y'know in a relationship you have these key moments that you know you'll remember for the rest of your life?,False,,Chandler,neutral,neutral,96,17,1,6,"00:13:03,240","00:13:08,119"
904,"Well, every- single- second is like that with Aurora.. and I've just wasted about thirty-five of them talking to you people, so, uh.. Monica, can you help me with the door?",True,neutral,Chandler,neutral,neutral,96,18,1,6,"00:13:08,370","00:13:17,796"
906,"Oh, um, Chandler?",False,,Monica,neutral,neutral,96,19,1,6,"00:13:18,047","00:13:21,508"
907,"Y'know, the-the old Monica would-would remind you to scrub that Teflon pan with a plastic brush...But I'm not gonna do that.",False,,Monica,neutral,neutral,96,20,1,6,"00:13:21,717","00:13:28,848"
908,"Hey Monica, it's Joey!",False,,Joey,joy,positive,97,0,5,22,"00:20:45,244","00:20:47,828"
909,"Hey Joey! Aww, you remembered even though you're a big star!",False,,Monica,joy,positive,97,1,5,22,"00:20:45,244","00:20:50,414"
910,"Aw, come on! It'll be years before I forget you!",True,neutral,Joey,neutral,neutral,97,2,5,22,"00:20:50,582","00:20:53,960"
911,"Joey, what's it like on a movie set, huh?",False,,Monica,neutral,neutral,97,3,5,22,"00:20:55,837","00:20:57,755"
912,Do you have a dressing room?,False,,Monica,neutral,neutral,97,4,5,22,"0:20:58,006","0:20:59,558"
913,Do you have a chair with your name on it?,False,,Monica,neutral,neutral,97,5,5,22,"0:20:59,558","0:21:00,802"
914,"Uh, well yeah-yeah, I've got all of that going on.",False,,Joey,neutral,neutral,97,6,5,22,"00:21:00,926","00:21:02,802"
915,"Yeah, listen uh, I want you to make sure you tell Chandler that he couldn't have been more wrong!",True,neutral,Joey,neutral,neutral,97,7,5,22,"00:21:02,970","00:21:07,056"
916,Uh-oh!,True,fear,Joey,fear,negative,97,8,5,22,"0:21:07,224","0:21:07,776"
917,"I gotta go Monica, my uh, my sushi's here!",True,neutral,Joey,neutral,neutral,97,9,5,22,"0:21:07,776","0:21:10,788"
918,Sorry about that. Thanks for waitin'.,True,neutral,Joey,neutral,neutral,97,10,5,22,"00:21:15,023","00:21:17,775"
919,"Everybody smile!  Okay, thanks a lot! Enjoy your stay at",False,,Joey,joy,positive,97,11,5,22,"00:21:18,443","00:21:27,118"
920,"Wow, this is so cool, you guys. The entire city is blacked out!",False,,Rachel,surprise,positive,98,0,1,7,"00:01:42,143","00:01:46,230"
921,"Mom says it's all of Manhattan, parts of Brooklyn and Queens, and they have no idea when it's coming back on.",False,,Monica,anger,negative,98,1,1,7,"00:01:46,481","00:01:51,110"
922,"Wow, you guys, this is big.",False,,Rachel,surprise,positive,98,2,1,7,"00:01:51,277","00:01:53,278"
923,Pants and a sweater?,False,,Monica,anger,negative,98,3,1,7,"0:01:53,530","0:01:54,842"
924,"Why, mom?",False,,Monica,anger,negative,98,4,1,7,"0:01:54,842","0:01:55,878"
925,Who am I gonna meet in a blackout?,False,,Monica,anger,negative,98,5,1,7,"00:01:56,074","00:01:57,825"
926,Power company guys?,False,,Monica,anger,negative,98,6,1,7,"0:01:59,327","0:02:00,787"
927,Eligible looters?,False,,Monica,anger,negative,98,7,1,7,"0:02:00,787","0:02:02,771"
928,Could we talk about this later?,False,,Monica,anger,negative,98,8,1,7,"0:02:03,123","0:02:04,375"
929,OK.,True,surprise,Monica,neutral,neutral,98,9,1,7,"0:02:04,375","0:02:05,044"
930,Can I borrow the phone? I want to call my apartment and check on my grandma.  What's my number?,True,anger,Phoebe,neutral,neutral,98,10,1,7,"00:02:06,000","00:02:12,381"
931,"Well, I never call",False,,Phoebe,neutral,neutral,98,11,1,7,"00:02:14,259","00:02:16,009"
932,What cha doing?,True,anger,Joey,neutral,neutral,99,0,3,21,"00:21:58,317","00:21:59,525"
933,Having a swim.,True,anger,Chandler,neutral,neutral,99,1,3,21,"00:21:59,693","00:22:01,736"
934,What about the chick?,True,anger,Joey,neutral,neutral,99,2,3,21,"00:22:01,903","00:22:03,904"
935,Chicks dont swim.,True,anger,Chandler,neutral,neutral,99,3,3,21,"00:22:04,364","00:22:05,906"
936,Are you sure?,True,anger,Joey,neutral,neutral,99,4,3,21,"00:22:06,074","00:22:07,700"
937,I dont know. Should we try it?,True,anger,Chandler,neutral,neutral,99,5,3,21,"00:22:09,453","00:22:14,915"
938,Sure.,False,,Joey,neutral,neutral,99,6,3,21,"00:22:12,456","00:22:14,915"
939,"See, I told you they dont swim.",False,,Chandler,neutral,neutral,99,7,3,21,"00:22:22,424","00:22:24,800"
940,Wait. Give him a minute.,False,,Joey,neutral,neutral,99,8,3,21,"00:22:25,552","00:22:28,304"
941,"Noo!  Oh, its okay, its okay, baby, baby, baby.",False,,Chandler,fear,negative,99,9,3,21,"00:22:29,306","00:22:33,059"
942,"Me taking care of you is no problem, huh?",False,,Phoebe,neutral,neutral,100,0,6,5,"00:15:38,938","00:15:41,606"
943,You guys feel safe.,False,,Phoebe,neutral,neutral,100,1,6,5,"0:15:41,774","0:15:43,036"
944,Right?,False,,Phoebe,neutral,neutral,100,2,6,5,"0:15:43,036","0:15:44,612"
945,"Okay, Im gonna take that spit bubble as, ""Yeah, I do!""",False,,Phoebe,neutral,neutral,100,3,6,5,"00:15:44,735","00:15:47,862"
946,"Okay, after I get rid of this dirty diaper Leslie, Ill set you up with a clean one.",False,,Phoebe,neutral,neutral,100,4,6,5,"00:15:48,447","00:15:52,659"
947,"Okay, Im sorry.",False,,Phoebe,sadness,negative,100,5,6,5,"0:15:53,035","0:15:54,704"
948,I didnt mean to scare you.,False,,Phoebe,sadness,negative,100,6,6,5,"0:15:54,704","0:15:55,956"
949,I just have to clean that up.,False,,Phoebe,neutral,neutral,100,7,6,5,"0:15:55,956","0:15:57,124"
950,Okay?,False,,Phoebe,neutral,neutral,100,8,6,5,"0:15:57,124","0:15:57,402"
951,"Cause lets face it, were at Monicas.",False,,Phoebe,neutral,neutral,100,9,6,5,"00:15:57,414","00:16:00,249"
952,I broke it.,False,,Phoebe,sadness,negative,100,10,6,5,"0:16:01,919","0:16:02,641"
953,All right.,False,,Phoebe,neutral,neutral,100,11,6,5,"0:16:02,641","0:16:03,493"
954,"Well, thats just the way that goes.",False,,Phoebe,neutral,neutral,100,12,6,5,"0:16:03,493","0:16:06,354"
955,"Okay, good.",False,,Phoebe,neutral,neutral,100,13,6,5,"00:16:06,423","00:16:08,841"
956,Why are there only two of you?,False,,Phoebe,fear,negative,100,14,6,5,"00:16:10,260","00:16:12,178"
957,Where is Leslie?,False,,Phoebe,fear,negative,100,15,6,5,"00:16:12,346","00:16:13,930"
958,"Well, you cant answer.",False,,Phoebe,neutral,neutral,100,16,6,5,"0:16:14,098","0:16:15,060"
959,Leslie?,True,fear,Phoebe,neutral,neutral,100,17,6,5,"0:16:15,060","0:16:15,352"
960,Where are you Leslie?,False,,Phoebe,fear,negative,100,18,6,5,"0:16:15,352","0:16:17,738"
961,"Leslie, now would be a",False,,Phoebe,sadness,negative,100,19,6,5,"00:16:17,977","00:16:20,937"
966,You said she was bald.,False,,Rachel,anger,negative,102,0,3,24,"00:08:56,911","00:08:58,161"
967,"Yeah, she was bald, shes not now.",False,,Phoebe,neutral,neutral,102,1,3,24,"00:08:58,412","00:09:00,205"
968,How could you not tell me that she has hair?,False,,Rachel,surprise,negative,102,2,3,24,"00:09:02,291","00:09:04,167"
969,"I dont know, I hardly ever say that about people.",False,,Phoebe,neutral,neutral,102,3,3,24,"00:09:04,418","00:09:07,295"
970,"Ohh, well, this is just perfect!",False,,Rachel,anger,negative,102,4,3,24,"00:09:07,547","00:09:09,381"
971,"Well Im sorry, I thought you said it was okay.",False,,Phoebe,sadness,negative,102,5,3,24,"00:09:10,049","00:09:13,009"
972,"Yeah, I said what was okay when I thought she was some weird bald chick. I mean, y'know, that girl has hair got",False,,Rachel,anger,negative,102,6,3,24,"00:09:13,261","00:09:20,475"
973,"Well, maybe it wont work out. Maybe Ross wont like her personality.",False,,Phoebe,sadness,negative,102,7,3,24,"0:09:22,937","0:09:25,989"
974,"Why, does she have a bad personality?",True,neutral,Rachel,neutral,neutral,102,8,3,24,"0:09:25,989","0:09:27,162"
975,"Oh no, Bonnies the best!",False,,Phoebe,joy,positive,102,9,3,24,"00:09:27,316","00:09:29,401"
982,"Excellent! Excellent! And uh, finally, are you into any weird stuff yknow, sexually?",False,,Joey,joy,positive,104,0,8,23,"00:18:45,279","00:18:51,577"
983,No!,True,surprise,Cliff,surprise,negative,104,1,8,23,"0:18:53,870","0:18:54,830"
984,"Oooh, wrong answer.",True,neutral,Joey,neutral,neutral,104,2,8,23,"0:18:54,830","0:18:56,457"
1005,Ugh!,False,,Phoebe,disgust,negative,108,0,3,7,"0:04:54,210","0:04:56,713"
1008,"I mean if you buy a bed from Janices ex-husband, thats like betraying Chandler.",False,,Phoebe,anger,negative,108,3,3,7,"00:04:56,963","00:05:01,675"
1009,Not at these prices.,False,,Monica,anger,negative,108,4,3,7,"00:05:01,884","00:05:04,052"
1010,Hi. Y'know in England this car would be on the other side of the store.  Woo!,False,,Phoebe,joy,positive,108,5,3,7,"00:05:09,142","00:05:20,527"
1011,"Oh! Ohhhhh! Oh! Phoebe, come here. Aw, this is my new bed. You gotta feel this bad boy.",False,,Monica,joy,positive,108,6,3,7,"00:05:21,362","00:05:31,913"
1012,"Eh, Monica it, it feels so weird, y'know, Chandlers your friend...  Oh!",True,anger,Phoebe,surprise,positive,108,7,3,7,"00:05:32,081","00:05:36,877"
1013,Oh my God!,False,,Phoebe,surprise,positive,108,8,3,7,"00:05:38,254","00:05:39,588"
1014,"Aw, all right take this bed, you can make other friends.",False,,Phoebe,joy,positive,108,9,3,7,"00:05:40,506","00:05:45,385"
1015,"You know, ever since I was little, I've been able to pick up quarters with my toes.",False,,Lorraine,joy,positive,109,0,1,14,"00:06:38,022","00:06:44,194"
1016,"Good for you.  Uh, quarters or rolls of quarters?",True,disgust,Joey,joy,positive,109,1,1,14,"00:06:44,445","00:06:53,120"
1017,"By the way, Chandler. I cut you out of all my pictures. So if you want, I have a bag with just your heads.",True,sadness,Janice,anger,negative,109,2,1,14,"00:06:58,626","00:07:06,133"
1018,That's OK.,False,,Chandler,neutral,neutral,109,3,1,14,"00:07:07,885","00:07:09,177"
1019,"Oh, are you sure?",False,,Janice,surprise,positive,109,4,1,14,"00:07:09,971","00:07:13,598"
1021,"Because you know, you could make little puppets out of them, and you could use them in your theater of cruelty.",False,,Janice,anger,negative,109,5,1,14,"00:07:09,971","00:07:17,352"
1022,We can't do that.,False,,Joey,neutral,neutral,109,6,1,14,"00:07:20,148","00:07:21,606"
1023,What? What can't you do?,False,,Chandler,surprise,negative,109,7,1,14,"00:07:22,733","00:07:24,860"
1024,She really said that?,False,,Joey,surprise,positive,110,0,1,19,"00:05:11,728","00:05:13,186"
1025,"Well, I added the 'exactly like me' part...",False,,Ross,neutral,neutral,110,1,1,19,"00:05:13,354","00:05:15,564"
1026,"But she said she's looking for someone, and someone is gonna be there tonight.",False,,Ross,neutral,neutral,110,2,1,19,"0:05:16,816","0:05:20,578"
1027,'Tonight' tonight?,False,,Joey,surprise,positive,110,3,1,19,"0:05:20,578","0:05:21,254"
1028,"Well, I think it's perfect.",False,,Ross,joy,positive,110,4,1,19,"00:05:23,114","00:05:25,907"
1029,"Y'know, it's just gonna be the two of us, she spent all day taking care of my monkey...",False,,Ross,neutral,neutral,110,5,1,19,"00:05:23,114","00:05:29,453"
1030,I can't remember the last time I got a girl to take care of my monkey.,False,,Chandler,sadness,negative,110,6,1,19,"00:05:31,706","00:05:35,292"
1031,"Anyway, I figured after work I'd go pick up a bottle of wine, go over there and, uh, try to woo her.",False,,Ross,joy,positive,110,7,1,19,"00:05:39,672","00:05:47,554"
1032,"Hey, y'know what you should do? You should take her back to the 1890's, when that phrase was last used.",True,joy,Chandler,disgust,negative,110,8,1,19,"00:05:49,307","00:05:54,353"
1033,"Car's waiting downstairs, I just wanted to drop off these copies of my book for your friends. Anything you want from Lisbon?",True,sadness,Mrs. Bing,neutral,neutral,111,0,1,11,"00:19:16,238","00:19:25,580"
1034,"No, just knowing you're gonna be there is enough.",False,,Chandler,neutral,neutral,111,1,1,11,"00:19:21,205","00:19:25,580"
1035,"Alright, well, be good, I love you.",True,joy,Mrs. Bing,joy,positive,111,2,1,11,"00:19:26,206","00:19:29,834"
1036,You kissed my best Ross! ...Or something to that effect.,True,sadness,Chandler,anger,negative,111,3,1,11,"00:19:32,546","00:19:38,551"
1037,"O-kay. Look, it, it was stupid.",True,sadness,Mrs. Bing,sadness,negative,111,4,1,11,"00:19:39,720","00:19:47,643"
1038,Really stupid.,False,,Chandler,anger,negative,111,5,1,11,"0:19:47,811","0:19:48,563"
1039,Really stupid.,True,neutral,Mrs. Bing,sadness,negative,111,6,1,11,"0:19:48,563","0:19:50,244"
1040,And I don't even know how it happened.,False,,Mrs. Bing,sadness,negative,111,7,1,11,"00:19:52,357","00:19:54,692"
1041,"I'm sorry, honey, I promise it will never happen again.",False,,Mrs. Bing,sadness,negative,111,8,1,11,"00:19:54,860","00:19:58,738"
1042,Are we okay now?,True,surprise,Mrs. Bing,fear,negative,111,9,1,11,"00:20:00,699","00:20:03,034"
1043,Yeah. No. No...,False,,Chandler,anger,negative,111,10,1,11,"00:20:03,785","00:20:06,495"
1044,"Ah, the forbidden love of a man and his door.",False,,Ross,neutral,neutral,111,11,1,11,"00:20:10,292","00:20:12,960"
1045,"Shh. He did it. He told her off, and not just about the kiss, about everything.",False,,Joey,neutral,neutral,111,12,1,11,"00:20:13,128","00:20:18,466"
1046,You're kidding.,True,anger,Ross,surprise,negative,111,13,1,11,"00:20:18,634","00:20:19,675"
1047,"No, no. He said ""When are you gonna grow up and start being a mom?""",True,anger,Joey,neutral,neutral,111,14,1,11,"00:20:19,843","00:20:22,511"
1048,Oh there it is.,False,,Phoebe,neutral,neutral,112,0,8,17,"00:17:34,386","00:17:35,428"
1049,Thats not your regular dry cleaners.,False,,Monica,neutral,neutral,112,1,8,17,"00:17:35,596","00:17:37,972"
1050,"I know, but that creep that I went on that date with goes to there so I have to find a new one.",False,,Phoebe,disgust,negative,112,2,8,17,"00:17:38,140","00:17:41,350"
1051,"I also have to find a new video store, a new bank, a new adult bookstore, a new grocery store",True,disgust,Phoebe,disgust,negative,112,3,8,17,"00:17:41,518","00:17:46,355"
1052,What?!,False,,Monica,surprise,negative,112,4,8,17,"0:17:46,607","0:17:47,289"
1053,A new grocery store.,False,,Phoebe,neutral,neutral,112,5,8,17,"0:17:47,289","0:17:50,170"
1054,The universe said I was going to meet a nice guy and thats what they gave me?,False,,Phoebe,anger,negative,112,6,8,17,"00:17:51,904","00:17:54,864"
1055,When I get up there Im going to kick some ass.,False,,Phoebe,anger,negative,112,7,8,17,"00:17:55,032","00:17:58,326"
1056,"Dont worry Phoebe, youre gonna meet someone. If I can meet a great guy, so can you.",True,neutral,Monica,neutral,neutral,112,8,8,17,"00:17:58,494","00:18:02,705"
1057,"Yeah, we both can. And we both will.",False,,Phoebe,neutral,neutral,112,9,8,17,"00:18:02,873","00:18:05,750"
1058,"Oh, you didnt have to come in with me.",False,,Phoebe,neutral,neutral,112,10,8,17,"00:18:10,380","00:18:13,216"
1059,Are you kidding? This is where they get out stains! Okay? This is like,True,joy,Monica,joy,positive,112,11,8,17,"00:18:10,380","00:18:17,095"
1061,"Oh, excuse me! I think you dropped s Wow!",False,,Guy,surprise,positive,112,12,8,17,"00:18:26,772","00:18:33,027"
1062,What?,False,,Phoebe,surprise,positive,112,13,8,17,"00:18:31,026","00:18:33,027"
1063,"Im sorry, its just that youre so incredibly beautiful.",True,surprise,Guy,surprise,positive,112,14,8,17,"00:18:33,195","00:18:35,822"
1064,"Oh yeah well, Im sorry about that too, but what are you going to do?",True,neutral,Phoebe,neutral,neutral,112,15,8,17,"00:18:35,989","00:18:40,118"
1065,"I hope you dont think Im crazy but I feel like I was meant to pick this up, do you believe in that kind of thing?",True,joy,Guy,joy,positive,112,16,8,17,"00:18:40,285","00:18:48,042"
1066,A little.   Now youre talking.,False,,Phoebe,neutral,neutral,112,17,8,17,"00:18:43,914","00:18:50,128"
1067,Would you like to go out and have a cup of coffee?,False,,Guy,neutral,neutral,112,18,8,17,"0:18:50,796","0:18:52,381"
1068,I-I-Id love to. Let me just tell my friend.,False,,Phoebe,joy,positive,112,19,8,17,"0:18:52,381","0:18:54,512"
1069,"Ooh, an ink stain! Hey, can I watch how you get this out?",True,joy,Monica,joy,positive,112,20,8,17,"00:18:54,633","00:18:58,594"
1070,She mustve left.,False,,Phoebe,neutral,neutral,112,21,8,17,"00:18:59,888","00:19:01,889"
1071,Monica! Stop throwing it so hard! We're on the same team!,False,,Ross,anger,negative,113,0,5,21,"00:11:29,939","00:11:35,902"
